age,gender,education_level,government_region,W8wave5,W8wave6,W8wave7,w1rwa11,w1rwa21,w1rwa31,w1wing1a,w1EQUALITY1,w2UKparty1,w2UKparty2,w2UKparty3,w2trdegl5,w2trdegl7,w2trdegl8,w2trdegl9,w2efftrst1,w2efftrst2,w2efftrst3,w2efftrst4,w2efftrst5,w2efftrst6,w2efftrst14,w2efftrst15,w2efftrst16,w2efftrst18,w2natid1,w2natid2,w2natid3,w2natid4,w2eupan1,w2eupan2,w2eupan3,w2eupan4,w2eupan5,w2eupan6,w2eupan7,w2eupan8,w2eupan9,w2eupan10,w5econ1,w5econ2,w5econp1,w5econp2,w5EUref1,w6econ1,w6econ2,w6econp1,w6econp2,w6EUref1,w7cgreed,w7banks,w7EUref1,Weight_wave10,w10econ1,w10econ2,w10econp1,w10econp2,w10EUref1
70,Male,onc,Yorkshire and the Humber,.9419047959309914,.8397924637433184,.7987981919435653,Strongly agree,Strongly agree,Strongly agree,10,5,,,Conservative,No effect,No effect,No effect,No effect,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Agree,Very important,Extremely well,Always,Very important,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Got a little better,Got a little worse,Get a little worse,Get a little better,I would vote for Britain to leave the European Union.,Gotten a lot better,Gotten a little better,Get a little better,Get a lot better,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,I would vote for Britain to leave the European Union,,,,,,
54,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",North West,.5198138597767468,.4504479318147401,.4304158527906428,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4,3,Labour,,,Negative effect,Positive effect,Negative effect,Negative effect,Agree,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Very important,Very well,Quite Often,Very important,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Disagree,Agree,Agree,Disagree,Got a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little better,Gotten a little worse,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Strongly agree,Agree,I would vote for Britain to leave the European Union,,,,,,
70,Female,City and Guild certificate - advanced,London,,,,Agree,Strongly agree,Disagree,7,3,,Conservative,,Positive effect,Positive effect,Positive effect,Positive effect,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Extremely important,Extremely well,Always,Extremely important,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Strongly agree,,,,,,,,,,,,,,,,,,,
74,Male,"Other technical, professional or higher qualification",West Midlands,.8836476236997852,.9543231053056369,,Strongly agree,Strongly agree,Agree,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union,,,,.7138543924436597,Got a little better,Got a little better,Stay the same,Get a little worse,I would vote for Britain to leave the European Union.
74,Female,No formal qualifications,London,.8593348657892542,.6881328812088182,.6658298156299149,Strongly agree,Strongly agree,Disagree,7,4,,Conservative,,Negative effect,Negative effect,Negative effect,Positive effect,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Agree,Extremely important,Extremely well,Rarely,Very important,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Got a little better,Got a little better,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little better,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,.5636559923274596,Got a little better,Stayed the same,Don't know,Get a little better,I would vote for Britain to remain a member of the European Union.
69,Male,Scottish Higher Certificate,Scotland,.5943336620414968,.6437355085786278,.6403821459854062,Agree,Agree,Agree,6,3,Scottish National Party (SNP),,,No effect,Positive effect,No effect,No effect,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Very important,Very well,Always,Very important,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Got a little better,Got a little better,Stay the same,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Get a little better,Get a little better,I would vote for Britain to leave the European Union,Agree,Agree,I would vote for Britain to leave the European Union,,,,,,
67,Female,"CSE grade 1, GCE O level, GCSE, School Certificate",London,1.429963895758047,1.1642851481981,1.100826180175059,Agree,Strongly agree,Agree,4,3,,,Labour,Don’t know,Positive effect,No effect,Positive effect,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Extremely important,Extremely well,Quite Often,Extremely important,Strongly agree,Agree,Neither agree nor disagree,Agree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Stayed the same,Stayed the same,Get a little better,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Get a little better,Get a little better,I would vote for Britain to leave the European Union,Strongly agree,Agree,I would vote for Britain to leave the European Union,1.301754856443907,Got a little better,Got a little better,Stay the same,Stay the same,I would vote for Britain to leave the European Union.
60,Male,City and Guild certificate,North East,1.397229590579445,1.371083669865648,1.329202098771523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stayed the same,Got a little worse,Get a little worse,Stay the same,I would vote for Britain to leave the European Union.,Gotten a little better,Gotten a little better,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Agree,Agree,I would vote for Britain to leave the European Union,1.627309300193256,Got a little better,Stayed the same,Get a little better,Get a little better,I would vote for Britain to leave the European Union.
63,Male,GCE A level or Higher Certificate,London,1.34553069603023,.9160638576448865,.8848638715421718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot worse,Got a lot worse,Get a lot worse,Get a little worse,I would vote for Britain to remain a member of the European Union.,Gotten a little worse,Gotten a lot worse,Get a little worse,Get a little worse,I would vote for Britain to remain a member of the European Union,Strongly agree,Agree,I would vote for Britain to remain a member of the European Union,.6674325742243846,Got a little worse,Got a little worse,Get a lot worse,Get a little worse,I would vote for Britain to remain a member of the European Union.
42,Male,"Other technical, professional or higher qualification",South East,,,,Disagree,Disagree,Strongly disagree,3,7 -  Government should do more to reduce income inequality.,Labour,,,Negative effect,Positive effect,Positive effect,Negative effect,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Neither unimportant nor important,Not very well,Quite Often,Neither unimportant nor important,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly agree,,,,,,,,,,,,,,,,,,,
50,Male,"CSE grade 1, GCE O level, GCSE, School Certificate",London,,,,Neither agree nor disagree,Agree,Neither agree nor disagree,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,GCE A level or Higher Certificate,South West,1.836894070688176,2.048830545387321,2.16728804045459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Agree,Agree,I would vote for Britain to leave the European Union,2.167479299249495,Got a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to leave the European Union.
85,Male,No formal qualifications,South East,1.246745720952026,1.135456836375817,1.108355013781996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Neither agree nor disagree,Neither agree nor disagree,I would vote for Britain to leave the European Union,1.094674853380181,Got a little better,Stayed the same,Stay the same,Don't know,I would vote for Britain to leave the European Union.
41,Male,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",Scotland,.4556145971841453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot better,Stayed the same,Stay the same,Get a lot better,I would vote for Britain to remain a member of the European Union.,,,,,,,,,,,,,,
69,Female,"University or CNAA first degree (eg BA, B.Sc, B.Ed)",London,.4427725889069814,.3473013923047687,.3230925080579701,Disagree,Strongly disagree,Strongly disagree,3,7 -  Government should do more to reduce income inequality.,,No-none,,Negative effect,Positive effect,No effect,Positive effect,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Neither unimportant nor important,Extremely well,Don’t know,Neither unimportant nor important,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Disagree,Agree,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little worse,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.5950038061701999,Got a little worse,Got a little worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union.
30,Male,GCE A level or Higher Certificate,East Midlands,.5587412762996155,.5557963129060465,.5524331842933587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a lot better,Got a little better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a lot better,Get a little better,Get a little better,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,.6235851771931498,Got a little better,Got a little better,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.
36,Female,City and Guild certificate - advanced,London,,,,Strongly agree,Strongly agree,Agree,3,7 -  Government should do more to reduce income inequality.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,City and Guild certificate,South East,1.224462614526485,1.08445223016081,1.054713632734287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a lot worse,Get a little worse,Stay the same,I would vote for Britain to remain a member of the European Union.,Stayed the same,Gotten a lot worse,Get a little better,Stay the same,I would vote for Britain to remain a member of the European Union,Agree,Agree,I would vote for Britain to remain a member of the European Union,1.148079840684296,Stayed the same,Got a lot worse,Get a lot worse,Stay the same,I would vote for Britain to remain a member of the European Union.
35,Male,GCE A level or Higher Certificate,East Midlands,1.56188017045776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,,,,,,,,,,,,,,
53,Male,No formal qualifications,Scotland,1.211222030747361,1.075405447957271,1.073021620083957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Got a lot worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union.,Stayed the same,Gotten a little worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union,Strongly agree,Strongly agree,I would vote for Britain to leave the European Union,1.043057590496484,Stayed the same,Got a little worse,Get a little worse,Get a little worse,I would vote for Britain to leave the European Union.
61,Male,Scottish Higher Certificate,Scotland,1.151311554398754,1.114854839337898,1.095284058561534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little better,Stayed the same,Stay the same,Get a little better,I would vote for Britain to remain a member of the European Union.,Gotten a little better,Gotten a little worse,Stay the same,Get a little better,I would vote for Britain to leave the European Union,Agree,Strongly agree,I would vote for Britain to remain a member of the European Union,1.411551133265719,Got a little better,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
62,Male,City and Guild certificate,East of England,.9346724160227898,1.128089378015835,1.183452895002973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got a little worse,Stayed the same,Stay the same,Get a little better,I would vote for Britain to leave the European Union.,Gotten a little worse,Gotten a little better,Stay the same,Stay the same,I would vote for Britain to leave the European Union,Agree,Strongly agree,I would vote for Britain to leave the European Union,,,,,,
45,Male,Scottish Ordinary/ Lower Certificate,Scotland,.7880389462951574,.8542119787287855,.8303635987946655,Neither agree nor disagree,Neither agree nor disagree,Agree,3,5,Labour,,,Negative effect,Negative effect,Negative effect,Negative effect,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Very unimportant,Not very well,Rarely,Very unimportant,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union,Strongly agree,Strongly agree,I would vote for Britain to remain a member of the European Union,.7226715629166852,Stayed the same,Stayed the same,Stay the same,Stay the same,I would vote for Britain to remain a member of the European Union.
